iso3,year0,year1,within,structural_change,Y0,Y1,actual_change,decomposed_change
BWA,1981,1982,4.764378225481106,-1.402760309619543,58.4399808813509,61.80159879721246,3.361617915861565,3.3616179158615624
BWA,1982,1983,13.642739935631369,-1.2976583076587305,61.80159879721246,74.1466804251851,12.345081627972633,12.345081627972638
BWA,1983,1984,2.838921156239873,2.4104196972578853,74.1466804251851,79.39602127868287,5.24934085349777,5.249340853497758
BWA,1984,1985,1.3026156441282986,-0.15360512728224807,79.39602127868287,80.5450317955289,1.1490105168460332,1.1490105168460505
BWA,1985,1986,-3.558511383662645,5.007358528417197,80.5450317955289,81.99387894028347,1.4488471447545663,1.4488471447545521
BWA,1986,1987,-4.145233288982139,4.103683240424735,81.99387894028347,81.95232889172605,-0.0415500485574114,-0.04155004855740341
BWA,1987,1988,4.312103916082174,5.294440243561989,81.95232889172605,91.55887305137023,9.606544159644173,9.606544159644162
BWA,1988,1989,-5.2916546655837005,5.832342802586682,91.55887305137023,92.0995611883732,0.5406881370029737,0.5406881370029817
BWA,1989,1990,-4.66657153778405,2.569864244610619,92.0995611883732,90.00285389519976,-2.096707293173438,-2.0967072931734316
BWA,1990,1991,-2.200449842890105,1.2207614393241317,90.00285389519976,89.02316549163379,-0.979688403565973,-0.9796884035659734
BWA,1991,1992,6.300358856976586,-3.058427946268173,89.02316549163379,92.26509640234221,3.241930910708419,3.2419309107084127
BWA,1992,1993,-0.727055228522954,-1.7964933724024572,92.26509640234221,89.7415478014168,-2.523548600925409,-2.523548600925411
BWA,1993,1994,4.320551707353068,-1.6015238566041183,89.7415478014168,92.46057565216574,2.719027850748944,2.719027850748949
BWA,1994,1995,4.889342304896288,0.02994897697857249,92.46057565216574,97.3798669340406,4.919291281874862,4.919291281874861
BWA,1995,1996,0.9650326897435777,0.15808574860902214,97.3798669340406,98.5029853723932,1.1231184383525914,1.1231184383525998
BWA,1996,1997,7.6673828573140534,-3.9169856866466484,98.5029853723932,102.25338254306061,3.750397170667412,3.750397170667405
BWA,1997,1998,-0.6165541762820876,-3.646228356659703,102.25338254306061,97.99060001011883,-4.2627825329417846,-4.262782532941791
BWA,1998,1999,4.537207672849399,-0.3873903165346666,97.99060001011883,102.14041736643355,4.149817356314728,4.149817356314732
BWA,1999,2000,-2.5108596564119123,-0.25452071303481283,102.14041736643355,99.37503699698684,-2.765380369446717,-2.765380369446725
BWA,2000,2001,1.682644252765747,0.08511553301009,99.37503699698684,101.14279678276267,1.7677597857758371,1.7677597857758371
BWA,2001,2002,7.7562242262608585,0.41196199638506636,101.14279678276267,109.31098300540859,8.168186222645915,8.168186222645925
BWA,2002,2003,3.486512048205995,-0.047521375603366,109.31098300540859,112.74997367801123,3.4389906726026425,3.438990672602629
